title         ,image           ,price         ,description          
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD + 128GB SSD DOS Black,https://www.kivano.kg//images/product/104993/1648672897_09542800.jpg,37620 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD + 128GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 500 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109601/1660286951_72214400.jpg,54090 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 24GB DDR4; накопитель 1000GB HDD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 12GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111137/1663753966_54670800.jpg,39930 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 12GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 12 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.85 кг            "
Ноутбук Lenovo Ideapad V14 Intel Celeron N4020 4GB DDR4 256GB SSD DOS Iron Gray,https://www.kivano.kg//images/product/104482/1647666722_78236500.jpg,25630 сом,"

Ноутбук Lenovo Ideapad V14 Intel Celeron N4020 4GB DDR4 256GB SSD DOS Iron Gray

        Операционная система DOS; процессор Intel Celeron N4020 (2/2) 1100 - 2800 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 256 GB; DVDRW нет;...            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 500GB HDD + 128GB SSD DOS Black,https://www.kivano.kg//images/product/104994/1648672906_60064900.jpg,39470 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 500GB HDD + 128GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 500 GB +...            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 12GB DDR4 1000GB HDD + 512GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111138/1663754065_21100800.jpg,41320 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 12GB DDR4 1000GB HDD + 512GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 12 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 512 Gb; Вес: от 1.85 кг            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD + 256GB SSD DOS Black,https://www.kivano.kg//images/product/104995/1648672918_76368000.jpg,38540 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD + 256GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 500 GB +...            "
Ноутбук Lenovo V14-82C2 Intel Celeron N4020 4GB DDR 480GB SSD Intel UHD Graphics 620 HD DOS серый,https://www.kivano.kg//images/product/101412/1639733056_10441400.png,26940 сом,"

Ноутбук Lenovo V14-82C2 Intel Celeron N4020 4GB DDR 480GB SSD Intel UHD Graphics 620 HD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768 HD;Графический контроллер: Intel UHD Graphics 620; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 480 GB; Вес: от 1.6 кг            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 500GB HDD + 256GB SSD DOS Black,https://www.kivano.kg//images/product/104996/1648672929_59900400.jpg,40400 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 500GB HDD + 256GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 500 GB +...            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 1000GB HDD + 128GB SSD DOS Black,https://www.kivano.kg//images/product/104997/1648672941_29393000.jpg,37800 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 1000GB HDD + 128GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 128GB SSD DOS Black,https://www.kivano.kg//images/product/104998/1648672957_02606700.jpg,39660 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 128GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109606/1660288547_52002700.jpg,51960 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 256GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Acer Aspire A315-35 Intel Celeron N4500 4GB DDR4 256GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116006/1673519174_62167700.png,31490 сом,"

Ноутбук Acer Aspire A315-35 Intel Celeron N4500 4GB DDR4 256GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Celeron N4500 (2/2) 1100-2800 MHz; оперативная память 4GB DDR4; накопитель 256GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 12GB DDR4 1000GB HDD + 128GB SSD DOS Black,https://www.kivano.kg//images/product/104999/1648672966_26119200.jpg,41510 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 12GB DDR4 1000GB HDD + 128GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 12GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109607/1660288565_24609500.jpg,53530 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 12GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD + 256GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Acer Aspire A315-35 Intel Celeron N4500 4GB DDR4 512GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116007/1673519316_94446600.png,32510 сом,"

Ноутбук Acer Aspire A315-35 Intel Celeron N4500 4GB DDR4 512GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Celeron N4500 (2/2) 1100-2800 MHz; оперативная память 4GB DDR4; накопитель 512GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 1000GB HDD + 256GB SSD DOS Black,https://www.kivano.kg//images/product/105000/1648672976_41641700.jpg,38730 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 4GB DDR4 1000GB HDD + 256GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109608/1660288579_27329600.jpg,54460 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 1000GB HDD + 256GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 128GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116008/1673519433_88162900.png,32980 сом,"

Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 128GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Celeron N4500 (2/2) 1100-2800 MHz; оперативная память 8GB DDR4; накопитель 128GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 256GB SSD DOS Black,https://www.kivano.kg//images/product/105001/1648672987_59143900.jpg,40580 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 256GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109609/1660288594_49903000.jpg,56670 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 24GB DDR4; накопитель 1000GB HDD + 256GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 256GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116009/1673519565_20337900.png,33440 сом,"

Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 256GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Celeron N4500 (2/2) 1100-2800 MHz; оперативная память 8GB DDR4; накопитель 256GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo V15-82C3 Intel Celeron N4020 4GB DDR 1000GB HDD Intel UHD Graphics 620 HD DOS серый,https://www.kivano.kg//images/product/101418/1639734393_93455300.png,25540 сом,"

Ноутбук Lenovo V15-82C3 Intel Celeron N4020 4GB DDR 1000GB HDD Intel UHD Graphics 620 HD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel UHD Graphics 620; Объем оперативной памяти: 4 GB DDR; Объем накопителя HDD: 1000 GB; Вес: от 1.8 кг            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 12GB DDR4 1000GB HDD + 256GB SSD DOS Black,https://www.kivano.kg//images/product/105002/1648672998_39523700.jpg,42430 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 12GB DDR4 1000GB HDD + 256GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109610/1660288936_61643900.jpg,53810 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 512GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 256GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111146/1663755082_42713300.jpg,39930 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 256GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 20 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес: от 1.85 кг            "
Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 512GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116010/1673519685_25570200.png,34370 сом,"

Ноутбук Acer Aspire A315-35 Intel Celeron N4500 8GB DDR4 512GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Celeron N4500 (2/2) 1100-2800 MHz; оперативная память 8GB DDR4; накопитель 512GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020 4GB DDR 128 GB SSD Intel UHD Graphics 600 HD DOS серый,https://www.kivano.kg//images/product/98347/1632391681_95180700.jpg,26280 сом,"

Ноутбук Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020 4GB DDR 128 GB SSD Intel UHD Graphics 600 HD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768; Графический контроллер: Intel UHD Graphics 600; Объем оперативной памяти: 4 GB DDR4; Объем накопителя SSD: 128 GB; Вес: от 1.7 кг            "
Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 512GB SSD DOS Black,https://www.kivano.kg//images/product/105003/1648673017_63474200.jpg,42710 сом,"

Ноутбук Lenovo Ideapad 15ADA05 AMD Ryzen 3 3250U 8GB DDR4 1000GB HDD + 512GB SSD DOS Black

        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600 - 3500 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB +...            "
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,https://www.kivano.kg//images/product/106027/1659007327_24860200.png,54270 сом,"

Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 128 Gb;Вес: от 1.65 кг            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 12GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109611/1660288950_93807900.jpg,55660 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 12GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD + 512GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 4GB DDR4 128GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116011/1673532659_65745700.png,35300 сом,"

Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 4GB DDR4 128GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 4GB DDR4; накопитель 128GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020 4GB DDR 256GB SSD Intel UHD Graphics 600 HD DOS серый,https://www.kivano.kg//images/product/98348/1632391768_81053200.jpg,26940 сом,"

Ноутбук Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020 4GB DDR 256GB SSD Intel UHD Graphics 600 HD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768; Графический контроллер: Intel UHD Graphics 600; Объем оперативной памяти: 4 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 1.7 кг            "
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,https://www.kivano.kg//images/product/106028/1659007311_10082500.png,55200 сом,"

Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109612/1660288966_58697100.jpg,55840 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 1000GB HDD + 512GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 512GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111148/1663755221_01915800.jpg,41320 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 512GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 20 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес: от 1.85 кг            "
Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 8GB DDR4 128GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116012/1673532706_68119000.png,36700 сом,"

Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 8GB DDR4 128GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 8GB DDR4; накопитель 128GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo V15-82C3 Intel Celeron N4020 4GB DDR 480GB SSD Intel UHD Graphics 620 HD DOS серый,https://www.kivano.kg//images/product/101421/1639734825_45424200.png,27400 сом,"

Ноутбук Lenovo V15-82C3 Intel Celeron N4020 4GB DDR 480GB SSD Intel UHD Graphics 620 HD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel UHD Graphics 620; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 480  GB; Вес: от 1.8 кг            "
Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11300H 8GB DDR 512GB SSD Nvidia RTX3050 4GB FHD DOS черный,https://www.kivano.kg//images/product/105517/1650430607_06457500.jpg,81020 сом,"

Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11300H 8GB DDR 512GB SSD Nvidia RTX3050 4GB FHD DOS черный

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-11300H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX3050; Объем оперативной памяти: 8 GB DDR; Объем накопителя SSD: 512 GB; Вес: от 2.3 кг            "
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,https://www.kivano.kg//images/product/106029/1659007293_93515800.png,57510 сом,"

Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 12GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 512 Gb;Вес: от 1.65 кг            "
Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black,https://www.kivano.kg//images/product/109613/1660288980_33267800.jpg,58150 сом,"

Ноутбук Lenovo V15 G2 ITL Intel Core i5-1135G7 24GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD DOS Black

        экран 15.6"" TN 1920x1080; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 24GB DDR4; накопитель 1000GB HDD + 512GB SSD; видеоадаптер NVIDIA MX350; DOS            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111149/1663755357_23918100.jpg,42260 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 20 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.85 кг            "
Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 12GB DDR4 128GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116013/1673532737_74487900.png,38080 сом,"

Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 12GB DDR4 128GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 12GB DDR4; накопитель 128GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,https://www.kivano.kg//images/product/106030/1659007276_99734900.png,57040 сом,"

Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 128GB SSD Intel Iris Xe Graphics G7 FHD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 128 Gb;Вес: от 1.65 кг            "
Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 1000GB HDD + 512GB SSD AMD Radeon R7 M445 2GB HD черный,https://www.kivano.kg//images/product/111150/1663755430_47168300.jpg,43640 сом,"

Ноутбук Lenovo Ideapad S145-15AST A6-9225 20GB DDR4 1000GB HDD + 512GB SSD AMD Radeon R7 M445 2GB HD черный

        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon R7 M445; Объем оперативной памяти: 20 Gb DDR4; Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 512 Gb; Вес: от 1.85 кг            "
Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 20GB DDR4 128GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116014/1673532770_21455900.png,40210 сом,"

Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 20GB DDR4 128GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 20GB DDR4; накопитель 128GB SSD; видеоадаптер Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,https://www.kivano.kg//images/product/106031/1659007257_75349100.png,58430 сом,"

Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 20GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 20 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            "
Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 4GB DDR4 256GB SSD FHD DOS Silver,https://www.kivano.kg//images/product/116015/1673533116_67913300.jpg,36130 сом,"

Ноутбук Acer Aspire A315-58 Intel Core i3-1115G4 4GB DDR4 256GB SSD FHD DOS Silver

        экран 15.6"" TN 1920x1080~60Hz; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 4GB DDR4; накопитель 256GB SSD; видеоадаптер Intel Graphics; DOS            "
