title         ,image           ,price         ,description          
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 24GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116096/1673603332_67645800.jpg,73640 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 24GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 24GB DDR4; накопитель 256GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 64GB DDR5 1TB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116864/1675308053_23100200.jpg,116850 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 64GB DDR5 1TB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 64GB DDR5; накопитель 1TB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 48GB DDR4 1TB SSD+128GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117120/1675924250_61947100.jpg,67930 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 48GB DDR4 1TB SSD+128GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 48GB DDR4; накопитель 1TB SSD+128GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad 3 14ITL05 Intel Core i3-1115G4 12GB DDR 1000GB SSD Intel UHD Graphics FHD W11 Platinum Grey,https://www.kivano.kg//images/product/117376/1676449657_65917900.jpg,38270 сом,"

Ноутбук Lenovo Ideapad 3 14ITL05 Intel Core i3-1115G4 12GB DDR 1000GB SSD Intel UHD Graphics FHD W11 Platinum Grey

        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i3-1115G4; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel UHD Graphics; Объем оперативной памяти: 12 GB DDR; Объем накопителя SSD: 1000 GB; Вес: от 1.5 кг            "
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,https://www.kivano.kg//images/product/106625/1652860943_94725000.jpg,80370 сом,"

Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black

        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 32 GB DDR4; накопитель 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050            "
Ноутбук Lenovo V15 IML Intel Core i5-10210U 20GB DDR4 1000GB HDD + 256GB SSD FHD DOS Gray,https://www.kivano.kg//images/product/108673/1657789081_14726400.jpg,44470 сом,"

Ноутбук Lenovo V15 IML Intel Core i5-10210U 20GB DDR4 1000GB HDD + 256GB SSD FHD DOS Gray

        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 20GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 8GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111489/1664427727_04872900.png,60270 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 8GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 8 GB DDR4; накопитель 256 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 24GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114561/1669813760_87698100.jpg,54370 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 24GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 24GB DDR4; накопитель 128GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 32GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116097/1673603460_34906000.jpg,74200 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 32GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 32GB DDR4; накопитель 256GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 64GB DDR4 1TB SSD+128GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117121/1675924252_74216900.jpg,73460 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 64GB DDR4 1TB SSD+128GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 64GB DDR4; накопитель 1TB SSD+128GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo V15 IML Intel Core i5-10210U 8GB DDR4 1000GB HDD + 512GB SSD FHD DOS Gray,https://www.kivano.kg//images/product/108674/1657789092_16701100.jpg,44190 сом,"

Ноутбук Lenovo V15 IML Intel Core i5-10210U 8GB DDR4 1000GB HDD + 512GB SSD FHD DOS Gray

        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 32GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111490/1664427757_60467000.png,66280 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 32GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 32 GB DDR4; накопитель 256 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 32GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114562/1669813763_61640800.jpg,55750 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 32GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 32GB DDR4; накопитель 128GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 8GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116866/1675308790_45215400.jpg,96000 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 8GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 8GB DDR5; накопитель 1TB SSD+256GB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 8GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117122/1675925400_98911500.jpg,58710 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 8GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 8GB DDR4; накопитель 1TB SSD+256GB SSD; видео Intel Graphics; DOS            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 32GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111491/1664427788_29558900.png,66450 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 32GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 32 GB DDR4; накопитель 512 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Asus Pro P1440FA-BV3736 Intel Core i3-10110U 8GB DDR4 256GB SSD DOS Black + сумка,https://www.kivano.kg//images/product/113539/1668049255_08298800.jpg,32790 сом,"

Ноутбук Asus Pro P1440FA-BV3736 Intel Core i3-10110U 8GB DDR4 256GB SSD DOS Black + сумка

        экран 14"" 1366x768 TN; Intel Core i3-10110U (2/4) 2100-4100 МГц; оперативная память 8GB DDR4; накопитель 256GB SSD; видеоадаптер Intel Graphics; DOS; в комплекте сумка            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 48GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114563/1669813766_25506000.jpg,60100 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 48GB DDR4 128GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 48GB DDR4; накопитель 128GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 48GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116099/1673603552_75565000.jpg,79640 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 48GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 48GB DDR4; накопитель 256GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 16GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116867/1675308839_64126300.jpg,99680 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 16GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 16GB DDR5; накопитель 1TB SSD+256GB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 12GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117123/1675925405_59199600.jpg,60100 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 12GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 12GB DDR4; накопитель 1TB SSD+256GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo V15 IML Intel Core i5-10210U 20GB DDR4 1000GB HDD + 512GB SSD FHD DOS Gray,https://www.kivano.kg//images/product/108676/1657789111_95760000.jpg,45870 сом,"

Ноутбук Lenovo V15 IML Intel Core i5-10210U 20GB DDR4 1000GB HDD + 512GB SSD FHD DOS Gray

        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 20GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 8GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111492/1664427819_21045500.png,62210 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 8GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 8 GB DDR4; накопитель 512 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 512GB SSD Intel HD Graphics 620 FHD DOS Arctic Grey,https://www.kivano.kg//images/product/113540/1668049336_42625700.png,37150 сом,"

Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 512GB SSD Intel HD Graphics 620 FHD DOS Arctic Grey

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1115G4; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 2.2 кг            "
Ноутбук Acer Aspire A315-59G-50FH (Intel Core i5-1235U 64GB DDR4 128GB SSD NVIDIA MX550 FHD DOS) Silver,https://www.kivano.kg//images/product/114564/1669813769_46770100.jpg,65620 сом,"

Ноутбук Acer Aspire A315-59G-50FH (Intel Core i5-1235U 64GB DDR4 128GB SSD NVIDIA MX550 FHD DOS) Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 64GB DDR4; накопитель 128GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 64GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116100/1673603623_52471800.jpg,86160 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 64GB DDR4 256GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 64GB DDR4; накопитель 256GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Asus ROG Strix G15 G513RM AMD Ryzen 7-6800H 16GB DDR5 1000GB SSD Nvidia RTX3060 6GB FHD W11 Eclipse Gray,https://www.kivano.kg//images/product/116356/1674184478_64611000.jpg,134370 сом,"

Ноутбук Asus ROG Strix G15 G513RM AMD Ryzen 7-6800H 16GB DDR5 1000GB SSD Nvidia RTX3060 6GB FHD W11 Eclipse Gray

        Тип: ноутбук; Операционная система: Windows 11; Процессор: AMD Ryzen 7 6800H (8/16); Разрешение экрана: 1920x1080 Full HD; Графический контроллер: NVIDIA RTX 3060; Объем оперативной памяти: 16 Gb DDR5; Объем накопителя SSD: 1000 Gb; Вес: от 2.3 кг            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 24GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116868/1675308794_46960800.jpg,104270 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 24GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 24GB DDR5; накопитель 1TB SSD+256GB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 16GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117124/1675925411_14036400.jpg,61470 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 16GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 16GB DDR4; накопитель 1TB SSD+256GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,https://www.kivano.kg//images/product/111493/1664427802_32806100.jpg,75850 сом,"

Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black

        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 8 GB DDR4; накопитель 1000GB HDD + 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050            "
Ноутбук Asus Pro P1440FA-BV3736 Intel Core i3-10110U 12GB DDR4 256GB SSD DOS Black + сумка,https://www.kivano.kg//images/product/113541/1668049431_44158800.jpg,34000 сом,"

Ноутбук Asus Pro P1440FA-BV3736 Intel Core i3-10110U 12GB DDR4 256GB SSD DOS Black + сумка

        экран 14"" 1366x768 TN; Intel Core i3-10110U (2/4) 2100-4100 МГц; оперативная память 12GB DDR4; накопитель 256GB SSD; видеоадаптер Intel Graphics; DOS; в комплекте сумка            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 8GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114565/1669814219_33266900.jpg,51040 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 8GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 8GB DDR4; накопитель 256GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 24GB DDR4 512GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116101/1673603740_61853400.jpg,74560 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 24GB DDR4 512GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 24GB DDR4; накопитель 512GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 32GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116869/1675308796_17611900.jpg,109780 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 32GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 32GB DDR5; накопитель 1TB SSD+256GB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 24GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117125/1675925413_59834500.jpg,63320 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 24GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 24GB DDR4; накопитель 1TB SSD+256GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo V15 IML Intel Core i5-10210U 8GB DDR4 1000GB HDD FHD DOS Gray,https://www.kivano.kg//images/product/108678/1657789796_50600000.jpg,40580 сом,"

Ноутбук Lenovo V15 IML Intel Core i5-10210U 8GB DDR4 1000GB HDD FHD DOS Gray

        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 16GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111494/1664427852_64347700.png,62130 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 16GB DDR4 256GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 16 GB DDR4; накопитель 256 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 1000GB HDD Intel HD Graphics 620 FHD DOS Arctic Grey,https://www.kivano.kg//images/product/113542/1668049466_67127900.png,35850 сом,"

Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 1000GB HDD Intel HD Graphics 620 FHD DOS Arctic Grey

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1115G4; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Вес: от 2.2 кг            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 12GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114566/1669814324_59342300.jpg,52520 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 12GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 12GB DDR4; накопитель 256GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 48GB DDR4 512GB SSD NVIDIA GTX1650 FHD DOS Mica Silver,https://www.kivano.kg//images/product/116102/1673603824_67185200.jpg,80640 сом,"

Ноутбук HP Victus 15-FA0031DX Intel Core i5-12450H 48GB DDR4 512GB SSD NVIDIA GTX1650 FHD DOS Mica Silver

        экран 15.6"" IPS 1920x1080~144Hz; процессор Intel Core i5-12450H (8/12) 2000-4400 MHz; оперативная память 48GB DDR4; накопитель 512GB SSD; видеоадаптер NVIDIA GTX 1650 4GB GDDR5; DOS            "
Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 48GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray,https://www.kivano.kg//images/product/116870/1675308872_89442500.jpg,115290 сом,"

Ноутбук Asus TUF FA507RE AMD Ryzen 7 6800H 48GB DDR5 1TB SSD+256GB SSD NVIDIA RTX3050Ti FHD IPS DOS Mecha Gray

        экран 15.6"" 1920х1080 IPS~144Hz; процессор AMD Ryzen 7 6800H (8/16) 3200-4700 МГц; память 48GB DDR5; накопитель 1TB SSD+256GB SSD; видео NVIDIA RTX3050Ti 4GB GDDR6; DOS            "
Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 32GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray,https://www.kivano.kg//images/product/117126/1675925416_83127800.jpg,65160 сом,"

Ноутбук Acer Aspire A515-57-53FA Intel Core i5-1235U 32GB DDR4 1TB SSD+256GB SSD FHD IPS DOS Steel Gray

        экран 15.6"" 1920х1080 IPS~60Hz; Intel Core i5-1235U (10/12) 1300-4400 МГц; память 32GB DDR4; накопитель 1TB SSD+256GB SSD; видео Intel Graphics; DOS            "
Ноутбук Lenovo Ideapad Gaming 3 15ACH6 Ryzen 5 5600H 16GB DDR 512GB SSD Nvidia RTX3050Ti 4GB FHD W11 Shadow Black,https://www.kivano.kg//images/product/117382/1676451981_72131400.jpg,80270 сом,"

Ноутбук Lenovo Ideapad Gaming 3 15ACH6 Ryzen 5 5600H 16GB DDR 512GB SSD Nvidia RTX3050Ti 4GB FHD W11 Shadow Black

        Тип: ноутбук; Операционная система: Windows 11; Процессор: AMD Ryzen 5-5600H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX3050Ti; Объем оперативной памяти: 16 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес: от 2.3 кг            "
Ноутбук Lenovo V15 IML Intel Core i5-10210U 12GB DDR4 1000GB HDD FHD DOS Gray,https://www.kivano.kg//images/product/108679/1657789807_51123500.jpg,42340 сом,"

Ноутбук Lenovo V15 IML Intel Core i5-10210U 12GB DDR4 1000GB HDD FHD DOS Gray

        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            "
Ноутбук Acer Aspire A315 Intel Core i7-1255U 16GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver,https://www.kivano.kg//images/product/111495/1664427885_60846400.png,64060 сом,"

Ноутбук Acer Aspire A315 Intel Core i7-1255U 16GB DDR4 512GB SSD NVIDIA MX550 FHD DOS silver

        экран 15.6"" TN 1920x1080; процессор Intel Core i7-1255U (10/12) 1700-4700 MHz; оперативная память 16 GB DDR4; накопитель 512 GB SSD; видеоадаптер NVIDIA MX550; DOS            "
Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Arctic Grey,https://www.kivano.kg//images/product/113543/1668049566_75619100.png,37150 сом,"

Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 8GB DDR 1000GB HDD + 128GB SSD Intel HD Graphics 620 FHD DOS Arctic Grey

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1115G4; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB Объем накопителя SSD: 128 GB; Вес:...            "
Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 16GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver,https://www.kivano.kg//images/product/114567/1669814295_15556000.jpg,53260 сом,"

Ноутбук Acer Aspire A315-59G-50FH Intel Core i5-1235U 16GB DDR4 256GB SSD NVIDIA MX550 FHD DOS Silver

        экран 15.6"" 1920x1080 LCD~60Hz; процессор Intel Core i5-1235U (10/12) 1300-4400 МГц; память 16GB DDR4; накопитель 256GB SSD; видео NVIDIA MX550 2GB GDDR6; DOS            "
Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 4GB DDR 500GB HDD Intel Iris Xe Graphics FHD DOS Arctic Grey,https://www.kivano.kg//images/product/114823/1670469676_11618400.png,33910 сом,"

Ноутбук Lenovo Ideapad 3 15ITL6 Intel Core i3-1115G4 4GB DDR 500GB HDD Intel Iris Xe Graphics FHD DOS Arctic Grey

        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1115G4; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Intel Iris Xe Graphics G4; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 500 GB; Вес: от 2.2 кг            "
